star_id,subtipo_rrlyrae,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,arquetipo_dominante,star_id_base,archivo_origen
OGLEIV_OGLE-BLG-RRLYR-30973,RRc,0.0,0.0,0.0,0.0,0.999999990647293,0.0,5,OGLE-BLG-RRLYR-30973,datos\raw\periodos\OGLEIV\BLG\RRc.dat
OGLEIV_OGLE-BLG-RRLYR-25413,RRab,0.0,0.5028300441774806,0.0,0.4971699453398423,0.0,0.0,2,OGLE-BLG-RRLYR-25413,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-22831,RRab,0.0,0.0,0.0,0.9999999884808314,0.0,0.0,4,OGLE-LMC-RRLYR-22831,datos\raw\periodos\OGLEIII\LMC\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-07427,RRc,0.23214720618730547,0.0,0.0,0.0,0.7678527843425335,0.0,5,OGLE-BLG-RRLYR-07427,datos\raw\periodos\OGLEIV\BLG\RRc.dat
OGLEIV_OGLE-BLG-RRLYR-14565,RRab,0.0,0.0,0.0,0.9999999900747164,0.0,0.0,4,OGLE-BLG-RRLYR-14565,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-32445,RRab,0.0428522688125067,0.5627677826802729,0.0,0.394379939307087,0.0,0.0,2,OGLE-LMC-RRLYR-32445,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-05405,RRab,0.0,0.16366477111287356,0.49904070630078434,0.15109815428500975,0.0,0.1861963590147455,3,OGLE-LMC-RRLYR-05405,datos\raw\periodos\OGLEIII\LMC\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-25967,RRab,0.0,0.0,0.43471381532720793,0.4735398658003796,0.09174630951564341,0.0,4,OGLE-LMC-RRLYR-25967,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-10617,RRab,0.0,0.4483298614217784,0.0,0.5516701281622806,0.0,0.0,4,OGLE-LMC-RRLYR-10617,datos\raw\periodos\OGLEIII\LMC\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-19517,RRc,0.0,0.0,0.0,0.0,0.9999999895338513,0.0,5,OGLE-LMC-RRLYR-19517,datos\raw\periodos\OGLEIII\LMC\RRc.dat
