star_id,subtipo_rrlyrae,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,arquetipo_dominante,star_id_base,archivo_origen
OGLEIV_OGLE-BLG-RRLYR-25241,RRab,0.9999999900929747,0.0,0.0,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-25241,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIII_OGLE-BLG-RRLYR-06102,RRc,0.0,0.0,0.0,0.0,0.0,0.9999999904397455,6,OGLE-BLG-RRLYR-06102,datos\raw\periodos\OGLEIII\BLG\RRc.dat
OGLEIV_OGLE-BLG-RRLYR-26414,RRab,0.0,0.0,0.3763714023714445,0.0,0.6236285870884111,0.0,5,OGLE-BLG-RRLYR-26414,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-06307,RRc,0.0,0.0,0.0,0.0,0.0,0.9999999904840317,6,OGLE-BLG-RRLYR-06307,datos\raw\periodos\OGLEIV\BLG\RRc.dat
OGLEIV_OGLE-BLG-RRLYR-20246,RRab,0.0,0.0,0.0,0.0,0.4266811304138934,0.5733188592525578,6,OGLE-BLG-RRLYR-20246,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-12981,RRc,0.0,0.0,0.0,0.0,0.0,0.999999990525217,6,OGLE-BLG-RRLYR-12981,datos\raw\periodos\OGLEIV\BLG\RRc.dat
OGLEIII_OGLE-SMC-RRLYR-2210,RRab,0.7740455271787532,0.0,0.0,0.22595446311331352,0.0,0.0,1,OGLE-SMC-RRLYR-2210,datos\raw\periodos\OGLEIII\SMC\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-37133,RRab,0.9620088398419568,0.0,0.0,0.0,0.0,0.037991150579789065,1,OGLE-LMC-RRLYR-37133,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-02227,RRe,0.0,0.0,0.0,0.4299269984906553,0.0,0.5700729911955901,6,OGLE-LMC-RRLYR-02227,datos\raw\periodos\OGLEIII\LMC\RRe.dat
OGLEIII_OGLE-BLG-RRLYR-05977,RRab,0.28456434493450783,0.0,0.7154356447762299,0.0,0.0,0.0,3,OGLE-BLG-RRLYR-05977,datos\raw\periodos\OGLEIII\BLG\RRab.dat
OGLEIII_OGLE-BLG-RRLYR-04346,RRab,0.6284656989274199,0.0,0.37153429095946644,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-04346,datos\raw\periodos\OGLEIII\BLG\RRab.dat
