subtipo_rrlyrae,1,2,3,4,5,6
RRab,0.4978102189781022,0.052554744525547446,0.32116788321167883,0.026277372262773723,0.08759124087591241,0.014598540145985401
RRc,0.0,0.0,0.007575757575757576,0.011363636363636364,0.20075757575757575,0.7803030303030303
RRd,0.0,0.0,0.030303030303030304,0.5454545454545454,0.21212121212121213,0.21212121212121213
RRe,0.0,0.0,0.0,0.058823529411764705,0.0,0.9411764705882353
aRRd,0.0,0.0,0.0,0.0,0.0,1.0
